NAME                 	CHART VERSION	APP VERSION	DESCRIPTION                                       
bitnami/postgresql-ha	9.4.6        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.4.5        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.4.4        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.4.3        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.4.2        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.4.1        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.4.0        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.3.8        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.3.5        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.3.4        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.3.3        	14.5.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.3.2        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.3.0        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.2.8        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.2.7        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.2.6        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.2.5        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.2.4        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.2.3        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.2.2        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.2.1        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.2.0        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.1.9        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.1.8        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.1.7        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.1.6        	14.4.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.1.5        	14.3.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.1.4        	14.3.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.1.2        	14.3.0     	This PostgreSQL cluster solution includes the P...
bitnami/postgresql-ha	9.1.1        	14.3.0     	This PostgreSQL cluster solution includes the P...
